Unnamed: 0,id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,Ga_0,Ga_1,Ga_2,Ga_3,Ga_4,Ga_5,Al_0,Al_1,Al_2,Al_3,Al_4,Al_5,O_0,O_1,O_2,O_3,O_4,O_5,In_0,In_1,In_2,In_3,In_4,In_5,lattice_distortion_alpha_degree,lattice_distortion_beta_degree,lattice_distortion_gamma_degree,label,CN_Al_Al,CN_Al_Ga,CN_Al_In,CN_Al_O,CN_Ga_Al,CN_Ga_Ga,CN_Ga_In,CN_Ga_O,CN_In_Al,CN_In_Ga,CN_In_O,CN_O_Al,CN_O_Ga,CN_O_In,CN_O_O,RR_Al_Al,RR_Al_Ga,RR_Al_In,RR_Al_O,RR_Ga_Al,RR_Ga_Ga,RR_Ga_In,RR_Ga_O,RR_In_Al,RR_In_Ga,RR_In_In,RR_In_O,RR_O_Al,RR_O_Ga,RR_O_In,RR_O_O,volume,density,In_new_2,Al_new_3,Ga_new_4,ltr
10,11,167,60.0,0.5833,0.4167,0.0,9.8307,4.915,13.3346,89.9909,90.0103,120.0011,-7.787277799815732,-2.6139399326646413,-5.716750493157117,2.8955223840715028,13.504028292972846,-0.2815824514068633,-0.940737938490932,6.930565026588665,-12.713744660421483,-3.836174651296281,13.654482598912425,-3.094390375292384,-11.627754040705446,-12.0915531761597,-11.24758961289428,12.22626546360179,22.875343653599728,-0.13471228744208807,0.0,0.0,0.0,0.0,0.0,0.0,-0.009100000000003659,0.010300000000000864,0.0010999999999938836,1,1.416457615069443,1.0635251890572663,,3.8105649299021582,1.488935264680173,1.3881198004065944,,3.358996501574005,,,,1.4818863616286169,0.9330545837705564,,5.451722997784484,2.85,3.6,,1.975,3.6,2.85,,1.975,,,,,1.975,1.975,,2.625,557.9737490762748,0.10753194052467516,0.0,-0.3390136119686208,0.8882567196480982,82
11,12,194,80.0,0.5938,0.4062,0.0,6.1935,6.1934,23.6522,90.0189,89.99799999999998,120.0021,-13.545356913982573,-5.6211237036225805,-12.884476402712195,5.715615788913611,26.42983331669477,-0.09449208529103176,-16.47046122991809,-4.462359365581738,-15.080132432141207,4.595407834942142,31.55059366205929,-0.13304846936040604,-29.303493125899703,-9.390635442709902,-26.53833533147195,9.705839826808926,55.841828457371655,-0.315204384099018,0.0,0.0,0.0,0.0,0.0,0.0,0.018900000000002137,-0.0020000000000095497,0.0020999999999986585,1,3.343585934906633,1.0443521879900113,,3.483378330601784,1.5263608901392471,1.0684526230974731,,3.114815921218795,,,,1.3788372558632054,0.8435959786634235,,3.3030411157732216,3.45,3.075,,2.0,3.075,3.075,,1.975,,,,,2.0,1.975,,2.65,785.7026665336897,0.10181968753261156,0.0,0.7804920785882898,-0.7505510607876498,45
12,13,33,40.0,0.8125,0.1875,0.0,4.9323,8.4765,9.1059,90.0044,90.0024,90.0015,3.7812235870824926,-0.0973820156193809,-1.7290102698267356,1.7576314587742146,-2.0522133172557586,-1.6602494431548318,-1.9845865423874327,5.434572854308449,-7.404280524058048,-3.680659739884208,9.388867066445478,-1.7539131144242426,-1.7140109594066215,9.118152906210387,10.63391385525588,-3.360184118448331,-8.919902895849258,-5.7579687877620565,0.0,0.0,0.0,0.0,0.0,0.0,0.004400000000003956,0.0023999999999944066,0.0014999999999929516,1,3.3585728032145563,0.916030482003398,,3.4189796905858496,3.9694654220147254,0.6612964488505148,,2.9618366274896104,,,,1.8519473324006683,0.3702295784362013,,5.535086233481864,3.275,3.175,,1.825,3.175,3.0,,1.825,,,,,1.825,1.825,,2.825,380.7053020395308,0.1050681453231943,0.0,-0.4431473052040737,-0.04146441830275496,96
13,14,206,80.0,0.125,0.875,0.0,9.3513,9.3512,9.3507,90.0059,90.0051,89.9933,-0.05650550461367504,11.965819962169853,10.738023427225892,-5.935560599225924,-10.681517922612214,-6.030259362943933,4.930242977159775,-0.023499981333954062,-2.4388388010706974,3.3179363698548414,-2.491404176089076,-3.294436388520888,-7.239657911639731,12.845821930720225,-7.506188306313192,-12.69195725891387,14.745846217952922,-0.15386467180635988,0.0,0.0,0.0,0.0,0.0,0.0,0.005899999999996908,0.005099999999998772,-0.006699999999995043,0,0.9947672009079824,4.216571959009671,,5.927884155656095,0.602367422715667,3.2599890361512864,,4.023118910233866,,,,0.4939903463046745,2.346819364303089,,3.4675923551321484,4.675,3.075,,1.975,3.075,3.1,,2.0,,,,,1.975,2.0,,2.6,817.6801447853651,0.09783776762856264,0.0,-0.3535533905932736,1.145261542181523,82
14,15,194,80.0,0.375,0.125,0.5,6.6318,6.6314,24.4597,90.0152,90.0071,119.9918,-4.677986735235758,1.0849954234594053,-7.1729579598309625,-0.9426990498153904,11.850944695066714,-0.1422963736440162,-11.896829313270787,-4.546426298817541,-11.615960503015705,4.582776847409631,23.51278981628649,-0.03635054859209502,-29.476422867205912,-10.134909599097735,-27.868725383915468,10.326121052829217,57.34514825112139,-0.1912114537314764,-17.28112243827776,-5.97585864103146,-15.776828104986913,6.159937499154277,33.05795054326467,-0.18407885812281707,0.015199999999992997,0.007099999999994111,-0.008200000000002206,2,1.9860021373915924,0.9930506271906888,1.5717024187832846,3.459731886635915,2.979151881572068,0.4966244305851296,2.7306909907948245,3.706088013321892,1.1787768140874637,0.6826727476987061,3.1502059977580097,0.8649329716589788,0.3088406677768243,1.0500686659193363,3.3043564739823883,3.6,3.6,3.3,2.175,3.6,3.6,3.6,1.925,3.3,3.6,3.6,1.95,2.175,1.925,1.95,2.775,931.6531314191268,0.08586886825372571,0.9274267361761944,0.7019315153534017,-0.34086612285905016,45
15,16,12,80.0,0.4375,0.1875,0.375,24.3679,6.2545,6.1721,89.9997,104.8418,90.0001,16.448601915320882,-0.0547723861701089,-8.406030409539184,-3.6907611686266777,-8.042571505781696,3.745533554796788,23.6050199607491,-0.18023849602680767,-10.967425961822851,3.9111718623840974,-12.637593998926251,-3.7309333663572897,52.62171172487852,-0.2857444868834606,-27.656140303347073,-8.239944556406307,-24.965571421531447,8.525689043289772,31.712321737755236,-0.2860348016462541,-17.827120054247192,-3.308662772972592,-13.885201683508036,3.5946975746188423,-0.00029999999999574817,14.841800000000005,0.00010000000000331968,0,1.9851197060208785,0.7088807966713223,1.4178344212780902,3.669215958222122,1.6540551922330855,0.6617691758226356,1.157897320333504,2.799058174833529,1.654140158157772,0.5789486601667521,3.870123602691677,1.0701879878147855,0.34988227185419124,0.9675309006729192,5.8677126474542645,3.3,3.125,3.2,1.925,3.125,3.3,3.3,1.925,3.2,3.3,3.15,1.975,1.925,1.925,1.975,2.925,909.2995296160013,0.08797981016638612,-0.8654551703486353,0.5594819314522851,-0.4691815597187025,20
16,17,194,80.0,0.9062,0.0625,0.0312,6.1239,6.1235,23.4577,90.0089,90.00299999999999,120.0051,-5.507539878371544,1.3850450274857105,-7.138041267298022,-1.2708941508716818,12.645581145669565,-0.11415087661402624,-20.100958965308607,-6.741402513002496,-17.776871472429566,7.022917079197126,37.877830437738155,-0.2815145661946306,-29.59692854895197,-9.230428840318387,-26.05132857855489,9.631011143645255,55.648257127506845,-0.40058230332687095,0.0,0.0,0.0,0.0,0.0,0.0,0.00889999999999702,0.0029999999999859037,0.005099999999998772,1,2.1209821129768933,0.4791497663861321,0.10262816675694644,3.235099671564793,6.947671612598916,0.0,0.4964318470809337,4.447180137830387,2.9762168359514463,0.9928636941618674,3.948118001879312,1.9545393849037287,0.18529917240959945,0.08225245837248565,3.3027635993230846,3.05,3.4,3.05,1.975,3.4,0.0,3.4,2.025,3.05,3.4,0.0,1.825,1.975,2.025,1.825,2.625,761.7659226102098,0.10501913727760097,0.0,1.1395312039509509,-0.33333333333333337,45
17,18,12,80.0,0.0,0.4062,0.5938,24.765,6.5014,6.4860000000000015,90.0003,105.241,90.0,24.88711403558208,-0.032314910652923835,-12.304675875775787,4.3592139790516535,-12.582438159806282,-4.32689906839873,0.0,0.0,0.0,0.0,0.0,0.0,53.20981132658948,-0.2841386470376777,-27.898654552523684,-8.622554896841644,-25.31115677406581,8.906693543879319,35.428203932219425,-0.2751691160995616,-19.092207769994054,-5.167930192820144,-16.335996162225367,5.4430993089197015,0.00029999999999574817,-14.759,0.0,0,,,,,,0.7634959327860835,2.4437953063092333,2.5836148198730933,,1.6720704727378963,4.266549264133562,,0.6997290137156292,1.6888424170528678,5.869327687753979,,,,,,3.25,3.375,1.95,,3.375,3.275,2.025,,1.95,2.025,2.975,1007.5633115130677,0.07939947702131316,1.0994514884637978,0.0,0.8708416450892029,20
18,19,167,30.0,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,-2.6240115617341755,-1.8008609980452708,-1.4049738715621998,2.2048606064735194,4.028985433296377,-0.4039996084282493,-8.053622736574741,-1.9299422008478373,-6.416215589504602,2.0812441732487925,14.469838326079344,-0.15130197240095358,-12.338773611522498,-4.500252965309285,-6.5762041589390074,5.517585952795422,18.914977770461512,-1.0173329874861323,-2.153864634052593,0.5376214268264005,-3.6452342831062015,-0.4527247738125817,5.799098917158796,-0.08489665301381925,-0.005799999999993588,0.006500000000002615,0.0010000000000047748,0,1.587609390131116,0.19826314133879952,0.39675172766803707,3.162638734135081,0.2478289266734993,0.4956578533469987,1.4894966465650001,2.4706395551391003,0.6612528794467283,1.9859955287533333,4.612227342188043,0.8785107594819672,0.5490310122531334,0.7687045570313403,4.18575289634978,3.425,2.775,2.975,2.05,2.775,2.775,3.7,2.025,2.975,3.7,2.775,2.05,2.05,2.025,2.05,2.7,306.8593037887638,0.09776467465575506,-0.2285912164519188,-0.2818729371251801,0.42041143206512177,82
19,20,12,20.0,0.25,0.25,0.5,12.2649,3.1889,6.3388,90.0,105.0943,90.0001,4.91564695674098,-0.11995739324543316,-3.2489541355162115,-0.499032817201933,-1.6666928212247685,0.6189902104473648,-0.9005344502839119,2.352110516095273,-2.4251699155765296,-1.7285338326852306,3.325704365860441,-0.6235766834100418,12.081586852252093,-1.046315933115127,-8.115239229815026,-4.0471555112683655,-3.96634762243706,5.093471444383493,8.004823563043677,-0.5126383413584832,-5.499293879985721,-1.7997443020737982,-2.5055296830579543,2.3123826434322825,0.0,-14.905699999999996,0.00010000000000331968,2,0.0,0.9935104381713458,1.4890343799071035,1.975355811758281,0.9935104381713458,0.9927604413511104,1.4888701383236052,2.964357159338613,0.7445171899535518,0.7444350691618026,2.965015169480244,0.32922596862638004,0.4940595265564354,0.9883383898267476,3.1404624174589326,0.0,3.75,3.325,1.925,3.75,3.35,3.275,1.95,3.325,3.275,3.2,2.0,1.925,1.95,2.0,2.975,239.36661798834805,0.08355383957914117,-0.5218887063117317,-0.026272913197501958,-0.015392477748060754,96
20,21,33,80.0,0.0,0.375,0.625,10.9377,9.3249,9.9463,89.9988,89.99799999999998,90.0,9.590704922338062,-0.5206470583082461,-5.94841544032092,-2.987572983352832,-3.642289482017145,3.5082200416610765,0.0,0.0,0.0,0.0,0.0,0.0,-10.698169223530961,-13.013335881228794,18.259564923253734,-1.5808818287085105,-7.561395699722778,14.594217709937306,-2.6397661188838093,8.36794086313936,-10.299183056396872,-5.609821262982048,12.938949175280671,-2.758119600157317,-0.0011999999999972033,-0.0020000000000095497,0.0,0,,,,,,2.48226617421906,3.14468504506699,3.2943292734883167,,1.8868110270401937,4.005031070075456,,0.8235823183720792,1.6687629458647737,7.027775210193473,,,,,,3.3,3.525,2.0,,3.525,3.625,2.05,,2.0,2.05,3.125,1014.4525645756648,0.07886026690017113,-1.0854758113608054,0.0,-0.34100712686696266,96
21,22,167,30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,-5.052334614669807,-1.848217907246068,-2.2952468268161392,2.3766623510936453,7.34758144148595,-0.5284444438475774,-6.850777188099271,1.6816303499866252,-7.006384262576113,-1.6690882067330597,13.857161450675381,-0.01254214325356366,-11.95503530189541,-4.371538418454315,-6.478580697415032,5.332534832855373,18.433615999310447,-0.9609964144010528,0.0,0.0,0.0,0.0,0.0,0.0,-0.009100000000003659,0.010300000000000864,0.0010999999999938836,1,2.2688555387386047,0.9913826887837368,,3.2462086952653046,1.387935764297232,1.1916607526288268,,3.3590695121153415,,,,1.2624144926031746,0.9330748644764836,,4.184752694734312,3.6,2.875,,1.975,2.875,3.6,,1.975,,,,,1.975,1.975,,2.625,278.9840366234971,0.10753303437388606,0.0,-0.3149292889170827,-0.3601969959722804,82
22,23,167,30.0,0.6667,0.0,0.3333,5.0674,5.0672,13.6668,89.9903,90.0102,120.0016,0.0,0.0,0.0,0.0,0.0,0.0,-7.629013182578068,-1.8429097657418985,-5.492627073467691,2.0544231578178977,13.121640256045756,-0.21151339207599887,-12.30836691177058,-4.477035260790528,-6.571405167105277,5.4862058689881765,18.879772078875853,-1.009170608197649,-4.08311012643594,2.2205918013455603,-5.1831879164269266,-2.051532242536424,9.266298042862868,-0.1690595588091349,-0.009699999999995157,0.010199999999997544,0.001599999999996271,0,1.239677482977604,,1.7373297501360558,3.4592801837463463,,,,,3.474659500272112,,2.9647433212341867,1.5374578594428203,,0.6588318491631526,4.185635067009058,2.925,,3.7,2.1,,,,,3.7,,3.95,2.025,2.1,,2.025,2.675,303.9090919027929,0.09871372985970314,0.5620088068909673,0.3425810881522517,0.0,82
23,24,194,80.0,0.1562,0.5625,0.2812,6.5405,6.5403,24.3429,90.0046,90.0031,119.9922,-18.13920547054432,-5.884832084280009,-14.642317844702823,6.318761432732978,32.78152331524714,-0.4339293484529599,-8.703115178513537,2.133151719627509,-9.416460926466986,-2.077890510209536,18.119576104980524,-0.05526120941797179,-29.12830859221459,-10.019863328220367,-27.83700323358827,10.172438210160475,56.96531182580285,-0.15257488194010818,-7.2473490072919535,3.356819274385984,-11.716757633353676,-2.8678175015843808,18.96410664064564,-0.4890017728015974,0.004599999999996385,0.003100000000003433,-0.007800000000003138,2,0.39728120117562055,3.9716270891853487,2.7803101179122014,4.545418160568398,1.1032297469959302,1.1028274584687872,0.7719792209281509,2.745106966495939,1.544616732173445,1.5439584418563017,3.843403666800453,0.4734810583925415,1.0294151124359772,0.7206381875250848,3.304102611337552,3.575,3.575,3.575,1.9,3.575,3.25,3.25,1.95,3.575,3.25,3.575,2.15,1.9,1.95,2.15,2.75,901.8736361368144,0.08870422284731694,-0.529528862843019,-0.3067814089863213,1.0827371804311856,45
24,25,167,30.0,0.75,0.1667,0.0833,4.9172,4.917,13.3449,89.9883,90.0127,120.0015,-5.100997352541727,-0.7139803656326484,-1.4584682185038582,1.0383400262646278,6.559465571045588,-0.3243596606319786,-6.689147953690907,2.2715394513155767,-7.233464843702955,-2.2130958536574785,13.922612797393866,-0.05844359765809935,-11.968951200499857,-4.372879439499516,-6.4836501833682405,5.334794664512584,18.4526013838681,-0.961915225013068,0.0,0.0,0.0,0.0,0.0,0.0,-0.011700000000004708,0.01269999999999527,0.0014999999999929516,1,1.1015879153870631,0.8823414550759355,0.4411460288831269,3.0737013244762634,3.9705365478417103,0.0,0.4958034770816056,4.939851053429232,3.9703142599481422,0.9916069541632112,1.9757944002890169,1.5368506622381315,0.5488723392699145,0.10976635557161203,4.184752694734312,2.8,3.6,3.6,1.975,3.6,0.0,2.875,1.975,3.6,2.875,0.0,1.95,1.975,1.975,1.95,2.625,279.4199810967155,0.10736526386642377,0.0,-0.3463105251164161,-0.15835827411562742,82
25,26,33,40.0,0.875,0.0,0.125,4.987,8.5565,9.1881,90.0055,90.0021,90.001,0.0,0.0,0.0,0.0,0.0,0.0,-3.1417515034409647,6.103511035959276,-6.121177459676481,-4.921449582083528,9.262928963117446,-1.1820614538757468,-1.7915243740328701,9.201191276019324,10.754567369427486,-3.346577671116243,-8.963042995394614,-5.85461360490308,-0.23516930568832944,1.2552892746468909,3.7330316454346586,-0.5664062535713715,-3.4978623397463298,-0.688883021075518,0.00549999999999784,0.0020999999999986585,0.0010000000000047748,1,4.111408725753356,,0.4252717470686751,3.5277839522748886,,,,,2.976902229480725,,1.9750986837007216,2.057873972160352,,0.16459155697506012,5.535534549624057,3.25,,3.275,1.875,,,,,3.275,,0.0,1.825,1.875,,1.825,2.85,392.06785241107656,0.10202315684393494,-0.26867626175655146,-0.3850879766926893,0.0,96
26,27,227,40.0,0.4375,0.25,0.3125,6.0436,6.0427,14.2577,90.0159,90.0033,120.0023,-7.4193055763347235,-1.8244154964726589,-5.567240307269682,2.0065312405369635,12.986545883604407,-0.18211574406430608,-5.07238472907118,4.169323767465763,-7.346788112948525,-3.6895735490570374,12.419172842019709,-0.4797502184087261,-12.613198600486285,-6.466200723560264,-8.905252575232149,7.254281079183352,21.51845117571844,-0.7880803556230904,-4.5219618606212055,-1.4916815678176265,-1.956938275113503,1.945246254239186,6.478900135734707,-0.4535646864215609,0.015900000000002024,0.003299999999995863,0.0023000000000052982,2,0.5668255275861553,0.7084464982686214,0.7084749686733123,3.247301069093403,1.239781371970088,0.4958726902214681,1.4889223778540273,3.4591770383208065,0.9918649561426374,1.1911379022832216,3.3592140944310995,0.947129478485576,0.5765295063868009,0.6998362696731457,5.454908894333763,3.0,2.95,2.975,2.05,2.95,2.925,3.475,2.05,2.975,3.475,3.5,2.05,2.05,2.05,2.05,2.975,450.9171531058986,0.08870809133004068,-0.09209027504551023,-0.2576494223089134,0.7712049897831933,82
