id,CN_Al_Al,CN_Al_Ga,CN_Al_In,CN_Al_O,CN_Ga_Al,CN_Ga_Ga,CN_Ga_In,CN_Ga_O,CN_In_Al,CN_In_Ga,CN_In_In,CN_In_O,CN_O_Al,CN_O_Ga,CN_O_In,CN_O_O,RR_Al_Al,RR_Al_Ga,RR_Al_In,RR_Al_O,RR_Ga_Al,RR_Ga_Ga,RR_Ga_In,RR_Ga_O,RR_In_Al,RR_In_Ga,RR_In_In,RR_In_O,RR_O_Al,RR_O_Ga,RR_O_In,RR_O_O
11,1.416457615069443,1.0635251890572663,,3.8105649299021582,1.488935264680173,1.3881198004065944,,3.358996501574005,,,,,1.4818863616286169,0.9330545837705564,,5.451722997784484,2.85,3.6,,1.975,3.6,2.85,,1.975,,,,,1.975,1.975,,2.625
12,3.343585934906633,1.0443521879900113,,3.483378330601784,1.5263608901392471,1.0684526230974731,,3.114815921218795,,,,,1.3788372558632054,0.8435959786634235,,3.3030411157732216,3.45,3.075,,2.0,3.075,3.075,,1.975,,,,,2.0,1.975,,2.65
13,3.3585728032145563,0.916030482003398,,3.4189796905858496,3.9694654220147254,0.6612964488505148,,2.9618366274896104,,,,,1.8519473324006683,0.3702295784362013,,5.535086233481864,3.275,3.175,,1.825,3.175,3.0,,1.825,,,,,1.825,1.825,,2.825
14,0.9947672009079824,4.216571959009671,,5.927884155656095,0.602367422715667,3.2599890361512864,,4.023118910233866,,,,,0.4939903463046745,2.346819364303089,,3.4675923551321484,4.675,3.075,,1.975,3.075,3.1,,2.0,,,,,1.975,2.0,,2.6
15,1.9860021373915924,0.9930506271906888,1.5717024187832846,3.459731886635915,2.979151881572068,0.4966244305851296,2.7306909907948245,3.706088013321892,1.1787768140874637,0.6826727476987061,2.1101334657904287,3.1502059977580097,0.8649329716589788,0.3088406677768243,1.0500686659193363,3.3043564739823883,3.6,3.6,3.3,2.175,3.6,3.6,3.6,1.925,3.3,3.6,3.6,1.95,2.175,1.925,1.95,2.775
16,1.9851197060208785,0.7088807966713223,1.4178344212780902,3.669215958222122,1.6540551922330855,0.6617691758226356,1.157897320333504,2.799058174833529,1.654140158157772,0.5789486601667521,1.4886138201594046,3.870123602691677,1.0701879878147855,0.34988227185419124,0.9675309006729192,5.8677126474542645,3.3,3.125,3.2,1.925,3.125,3.3,3.3,1.925,3.2,3.3,3.15,1.975,1.925,1.925,1.975,2.925
17,2.1209821129768933,0.4791497663861321,0.10262816675694644,3.235099671564793,6.947671612598916,0.0,0.4964318470809337,4.447180137830387,2.9762168359514463,0.9928636941618674,0.0,3.948118001879312,1.9545393849037287,0.18529917240959945,0.08225245837248565,3.3027635993230846,3.05,3.4,3.05,1.975,3.4,0.0,3.4,2.025,3.05,3.4,0.0,1.825,1.975,2.025,1.825,2.625
18,,,,,,0.7634959327860835,2.4437953063092333,2.5836148198730933,,1.6720704727378963,2.6120950489279195,4.266549264133562,,0.6997290137156292,1.6888424170528678,5.869327687753979,,,,,,3.25,3.375,1.95,,3.375,3.275,2.025,,1.95,2.025,2.975
19,1.587609390131116,0.19826314133879952,0.39675172766803707,3.162638734135081,0.2478289266734993,0.4956578533469987,1.4894966465650001,2.4706395551391003,0.6612528794467283,1.9859955287533333,0.6608771377959984,4.612227342188043,0.8785107594819672,0.5490310122531334,0.7687045570313403,4.18575289634978,3.425,2.775,2.975,2.05,2.775,2.775,3.7,2.025,2.975,3.7,2.775,2.05,2.05,2.025,2.05,2.7
20,0.0,0.9935104381713458,1.4890343799071035,1.975355811758281,0.9935104381713458,0.9927604413511104,1.4888701383236052,2.964357159338613,0.7445171899535518,0.7444350691618026,0.4962159790920571,2.965015169480244,0.32922596862638004,0.4940595265564354,0.9883383898267476,3.1404624174589326,0.0,3.75,3.325,1.925,3.75,3.35,3.275,1.95,3.325,3.275,3.2,2.0,1.925,1.95,2.0,2.975
21,,,,,,2.48226617421906,3.14468504506699,3.2943292734883167,,1.8868110270401937,3.376287862433803,4.005031070075456,,0.8235823183720792,1.6687629458647737,7.027775210193473,,,,,,3.3,3.525,2.0,,3.525,3.625,2.05,,2.0,2.05,3.125
22,2.2688555387386047,0.9913826887837368,,3.2462086952653046,1.387935764297232,1.1916607526288268,,3.3590695121153415,,,,,1.2624144926031746,0.9330748644764836,,4.184752694734312,3.6,2.875,,1.975,2.875,3.6,,1.975,,,,,1.975,1.975,,2.625
23,1.239677482977604,,1.7373297501360558,3.4592801837463463,,,,,3.474659500272112,,0.9938315431497354,2.9647433212341867,1.5374578594428203,,0.6588318491631526,4.185635067009058,2.925,,3.7,2.1,,,,,3.7,,3.95,2.025,2.1,,2.025,2.675
24,0.39728120117562055,3.9716270891853487,2.7803101179122014,4.545418160568398,1.1032297469959302,1.1028274584687872,0.7719792209281509,2.745106966495939,1.544616732173445,1.5439584418563017,1.5446898755420162,3.843403666800453,0.4734810583925415,1.0294151124359772,0.7206381875250848,3.304102611337552,3.575,3.575,3.575,1.9,3.575,3.25,3.25,1.95,3.575,3.25,3.575,2.15,1.9,1.95,2.15,2.75
25,1.1015879153870631,0.8823414550759355,0.4411460288831269,3.0737013244762634,3.9705365478417103,0.0,0.4958034770816056,4.939851053429232,3.9703142599481422,0.9916069541632112,0.0,1.9757944002890169,1.5368506622381315,0.5488723392699145,0.10976635557161203,4.184752694734312,2.8,3.6,3.6,1.975,3.6,0.0,2.875,1.975,3.6,2.875,0.0,1.95,1.975,1.975,1.95,2.625
26,4.111408725753356,,0.4252717470686751,3.5277839522748886,,,,,2.976902229480725,,0.0,1.9750986837007216,2.057873972160352,,0.16459155697506012,5.535534549624057,3.25,,3.275,1.875,,,,,3.275,,0.0,1.825,1.875,,1.825,2.85
27,0.5668255275861553,0.7084464982686214,0.7084749686733123,3.247301069093403,1.239781371970088,0.4958726902214681,1.4889223778540273,3.4591770383208065,0.9918649561426374,1.1911379022832216,1.9861022352594733,3.3592140944310995,0.947129478485576,0.5765295063868009,0.6998362696731457,5.454908894333763,3.0,2.95,2.975,2.05,2.95,2.925,3.475,2.05,2.975,3.475,3.5,2.05,2.05,2.05,2.05,2.975
28,2.9771296664179463,0.5671149030786847,,2.8923454352872207,3.9698043215507965,0.0,,1.4807968405240801,,,,,1.6872015039175452,0.12339973671034002,,4.048236618443244,3.325,3.325,,1.95,3.325,0.0,,1.8,,,,,1.95,1.8,,2.775
29,0.0,2.6480122918053697,2.316203951524874,3.623007135962869,0.496502304713507,1.4889413236455624,1.737024336892066,3.149661414626256,0.5345086041980479,2.137876106944081,1.8325329788058349,4.105208696610139,0.2264379459976793,1.0498871382087516,1.1118273553319131,5.868471480074093,0.0,3.675,3.35,1.925,3.675,3.35,3.175,1.975,3.35,3.175,3.35,1.975,1.925,1.975,1.975,2.975
30,3.5866108722637247,0.11446257517633875,0.4578576038348411,4.293911988746009,2.976026954584808,0.0,0.9920089848616028,5.927008788629602,2.3808595399411736,0.19840179697232047,0.3978735104927055,3.7540863481875832,2.325868993904088,0.12347934976311675,0.3910506612695399,3.4672482810163,3.05,3.025,3.025,1.975,3.025,0.0,3.025,1.95,3.025,3.025,4.6,1.95,1.975,1.95,1.95,2.575
31,1.985868086477934,0.9925447126219084,0.8120820375997434,3.5934903878329245,1.0917991838840997,1.3900520418749744,0.7940357700975267,3.359985915509128,0.8120820375997434,0.7218507000886606,2.1663307615001,3.0546723436108656,0.8235082138783786,0.6999970657310686,0.7000290787441565,3.3041026113375516,3.55,3.25,3.25,1.925,3.25,3.55,3.25,1.925,3.25,3.25,3.55,1.925,1.925,1.925,1.925,2.75
32,,,,,,0.4960044924308014,2.2334315332920607,1.7287108966836344,,0.7444771777640199,1.4889950085915458,1.9758618223507685,,0.28811848278060564,0.9879309111753842,3.7209413101722766,,,,,,3.025,3.4,1.95,,3.4,3.4,1.975,,1.95,1.975,3.075
33,0.6614092079625564,,2.6475139110150723,3.2948428630132987,,,,,3.403946457019379,,0.8505555698835662,2.3983492071432297,1.2355660736299867,,0.6995185187501088,5.537570025869246,3.075,,3.4,2.05,,,,,3.4,,3.15,1.9,2.05,,1.9,3.0
34,2.193658565824481,0.783480556685134,0.5745371193306349,3.3789435602410145,2.126590082431078,0.8504183126916361,0.9924586632663464,4.092548749483142,1.8193675445470097,1.1578684404774042,0.6614227288452014,3.6222295306823313,1.3374984925954014,0.5968300259662916,0.4527786913352914,5.866665822734014,3.075,3.275,3.275,1.9,3.275,3.075,3.275,1.9,3.275,3.275,3.075,1.9,1.9,1.9,1.9,2.875
35,,,,,,2.867251917447387,1.157928419847571,4.5037444818854375,,1.4887651112325913,2.2686176744036297,3.9547043949499927,,1.6889041807070393,1.1534554485270814,3.469024912494972,,,,,,3.225,3.225,2.1,,3.225,3.25,2.1,,2.1,2.1,2.725
36,0.9021431643913004,1.7143447019716054,0.9925604865751084,3.0530604761278775,1.450599363206743,1.3741886476322858,1.0687896365025396,3.5715145680339067,1.3647706690407746,1.7367831593166263,0.9922558258421428,4.323116543148709,0.6996596924459716,0.9672851955091828,0.7205194238581181,5.867406052368271,3.1,3.3,3.3,1.925,3.3,3.3,3.125,1.925,3.3,3.125,3.125,1.975,1.925,1.925,1.975,2.925
37,2.2337262161494973,,2.1096897740134337,2.964743371460618,,,,,2.1096897740134337,,2.2336304995009164,3.459256078533351,0.9882477904868724,,1.1530853595111168,5.5379355955653295,3.425,,3.425,1.975,,,,,3.425,,3.325,1.95,1.975,,1.95,3.025
38,1.588791580572804,0.4964660416323972,3.0780942946591368,4.152726896954314,2.4823302081619865,0.0,1.4896042907760765,2.9660165802250846,1.5390471473295686,0.14896042907760768,3.971625226799275,3.657320052059257,0.8651514368654817,0.12358402417604512,1.5238833550246895,7.0270692738240434,3.575,3.55,3.55,1.975,3.55,0.0,3.575,2.025,3.55,3.575,3.475,1.975,1.975,2.025,1.975,3.075
39,0.9933360909056744,1.98544537853542,0.4959064485076777,2.9649088508319275,1.1345402163059537,1.9853969107924003,1.1333923304042741,3.9539337144876403,0.3967251588061422,1.5867492625659831,0.7934503176122844,3.1635687406915887,0.4941514751386546,1.1532306667255616,0.6590768209774143,5.456328863648938,3.65,3.55,2.95,1.975,3.55,3.55,2.875,2.1,2.95,2.875,2.95,2.075,1.975,2.1,2.075,3.05
40,0.0,1.6545128120325228,2.317295300073092,3.6253988747913586,0.3309025624065045,2.1184801009254723,1.1912492246634163,3.360272845443278,0.496563278587091,1.276338454996517,2.6954138077818075,3.2477450276487474,0.2265874296744599,1.0500852642010248,0.9472589663975516,3.3046059694860634,0.0,3.325,3.625,2.175,3.325,3.625,3.325,1.975,3.625,3.325,3.625,1.95,2.175,1.975,1.95,2.8
41,0.882232262879572,1.4337483986509931,1.7643283318001404,4.062826534507115,1.1730668716235395,0.5412307031027653,1.2633382105146869,2.693586702972941,1.3232462488501051,1.1580600263051295,1.8196268759200904,4.035395862197864,0.7617799752200841,0.6172802860979656,1.008848965549466,5.867948888485191,3.15,3.325,3.15,1.95,3.325,3.125,3.325,1.9,3.15,3.325,3.325,2.0,1.95,1.9,2.0,2.95
42,4.504275991020341,0.1526808887956944,0.8397437814415709,3.799252656095172,3.9697031086880536,0.0,0.994223316965404,2.960799015246292,4.366667663496169,0.1988446633930808,0.7942487647805454,3.754104400931739,2.0579285220515504,0.06168331281763108,0.3910525417637227,7.023351128765793,3.275,3.25,3.275,1.85,3.25,0.0,4.225,1.8,3.275,4.225,3.375,1.925,1.85,1.8,1.925,2.875
43,2.878716643301261,0.2482000947327543,1.7868391190052562,3.755415808189582,4.964001894655088,0.0,3.9700266430237163,3.9491702866710297,3.2487983981913726,0.360911513002156,2.3459254302323416,3.7721369621585965,1.5647565867456594,0.0822743809723131,0.8644480538280118,7.024879392911228,3.35,3.35,3.35,1.9,3.35,0.0,3.125,1.85,3.35,3.125,3.1,1.9,1.9,1.85,1.9,2.95
44,2.4320220274026387,0.16008416297447764,,3.344816832106274,4.962609052208808,0.0,,2.9643694119488555,,,,,2.160194204068635,0.06175769608226784,,3.302480957040149,3.025,3.4,,1.95,3.4,0.0,,2.0,,,,,1.95,2.0,,2.6
45,1.3738561656383346,1.2975101799792428,1.0685465382470307,3.9530797928790373,1.5334211217936502,1.6236481957543951,1.0824284710401049,4.671594713638561,1.7363881246514248,1.4883391476801442,0.4960979539425612,4.200067407176373,1.0706257772380725,1.0705737885421704,0.7000112345293954,3.4678893579285868,3.125,3.1,3.1,2.025,3.1,3.125,3.1,2.025,3.1,3.1,3.1,2.025,2.025,2.025,2.025,2.625
46,2.4812160464431567,3.1017353914232566,,3.642318278372618,3.1017353914232566,2.729610595062279,,3.518251789141221,,,,,1.2141060927908722,1.172750596380407,,5.8660241019134185,3.275,3.375,,1.875,3.375,3.275,,1.85,,,,,1.875,1.85,,2.85
47,1.623593303812018,1.3536228958771834,0.2705988839686697,3.097801345384416,4.254243387042576,0.8504536353301047,0.5681690143305073,3.8108146425561378,1.9843918157702445,1.3257277001045171,0.6614639385900815,3.949821053642701,1.4198256166345242,0.5557438020394369,0.2468638158526688,3.303041115773221,3.1,3.45,3.1,2.0,3.45,3.1,4.65,2.0,3.1,4.65,3.1,1.85,2.0,2.0,1.85,2.65
48,4.367029156247725,0.7940424470378877,0.9430087066697498,4.1990593007956,3.176169788151552,0.3969727832736457,0.7942140010655966,3.5565039153590874,2.694310590485,0.5672957150468546,0.8508131168775135,2.3985311927494792,1.7496080419981668,0.3704691578499049,0.34978579894263245,7.024144516810697,3.3,3.325,3.35,1.875,3.325,3.2,3.4,1.875,3.35,3.4,3.3,1.85,1.875,1.875,1.85,2.925
49,0.0,3.97128677357652,0.9920089848616028,2.9658495511989247,0.39712867735765184,2.1842975256249013,0.7941918848865909,2.2726903145516935,0.19840179697232047,1.5883837697731815,0.3967251588061421,2.965382071913355,0.12357706463328855,0.9469542977298724,0.6177879316486156,4.050406453568942,0.0,3.5,3.025,2.1,3.5,3.6,3.6,1.9,3.025,3.6,2.95,2.1,2.1,1.9,2.1,2.975
50,4.852438695995736,0.2572039240945694,0.18381063820357446,3.401873556120784,1.7361264876383435,0.4960361393252409,0.2480180696626205,2.962474433650104,4.962887231496513,0.992072278650482,0.0,2.9647867585535908,1.9135538753179397,0.24687286947084194,0.0617663908031998,3.3027635993230837,3.425,3.05,3.425,1.975,3.05,3.05,3.05,1.975,3.425,3.05,0.0,2.025,1.975,1.975,2.025,2.625
51,1.5880190283792914,0.39652628267759904,0.3971656898927399,3.360344924435469,0.4956578533469987,0.4959396595850463,1.2411271872630136,3.7061656797933695,0.6619428164878999,1.6548362496840183,0.6612528794467283,2.6353488588150413,0.9334291456765188,0.8235923732874153,0.4392248098025067,4.18575289634978,3.7,2.775,3.425,2.05,2.775,2.975,3.7,2.05,3.425,3.7,2.975,2.025,2.05,2.05,2.025,2.7
52,2.108416304255885,2.9165438314351824,,3.6406310439895058,2.9165438314351824,2.108416304255885,,3.026668659590384,,,,,1.2135436813298353,1.0088895531967943,,3.303041115773222,3.1,3.45,,1.85,3.45,3.1,,2.05,,,,,1.85,2.05,,2.65
53,0.9927604413511102,0.4968176744844592,1.4890879078950692,1.9783012361891368,0.33121178298963944,0.0,2.647290838094165,2.9673308643172023,0.11030280799222728,0.2941434264549073,3.750311102589535,4.5787478076405135,0.08242921817454735,0.18545817901982514,2.5755456417977887,3.470082972587404,3.35,3.825,3.325,2.2,3.825,0.0,3.325,2.2,3.325,3.325,3.325,2.175,2.2,2.2,2.175,2.825
54,2.1386497023081183,0.8402169524282257,1.374369009574698,3.2697992500757964,2.730705095391733,0.0,1.4888997603725895,3.951025680094338,1.1911198082980716,0.3970399360993572,2.1183505427841167,3.2284938921889923,0.8855706302288614,0.32925214000786146,1.00890434130906,3.3043564739823887,3.575,3.575,3.275,2.175,3.575,0.0,3.275,1.925,3.275,3.275,3.575,1.95,2.175,1.925,1.95,2.775
55,1.1343276469067614,2.4104843559382143,,2.5405626062165902,1.8748211657297225,1.7645605964429556,,2.8537259361264438,,,,,0.7409974268131722,1.0701472260474163,,4.04880479245805,3.45,3.475,,2.0,3.475,3.375,,2.0,,,,,2.0,2.0,,2.825
56,0.9916767422100394,3.308941538949963,,3.7877049156565934,3.308941538949963,0.6611178281400264,,2.7993067613607945,,,,,1.2625683052188648,0.9331022537869312,,4.1846577449485585,2.9,3.6,,2.05,3.6,2.9,,1.975,,,,,2.05,1.975,,2.6
57,0.5670035937267065,,3.2624648399185125,2.5419804066222875,,,,,2.5374726532699543,,2.2060409032617816,3.9536191057229537,0.7414109519315002,,1.4826071646461074,5.538322762603257,3.125,,3.45,2.1,,,,,3.45,,3.425,1.95,2.1,,1.95,3.05
58,0.4963802206755551,5.4595592864988065,0.4960044924308014,3.9515788138611527,0.8399321979228933,4.046775602063513,0.3054359118205229,3.4960346095916317,0.9920089848616028,3.970666853666799,0.0,2.9619437363472527,0.32929823448842943,1.8936854135288,0.12341432234780225,7.024561426823504,3.35,3.325,3.025,1.875,3.325,3.325,3.275,1.975,3.025,3.275,0.0,1.875,1.875,1.975,1.875,2.925
59,0.9914587622341656,0.8261168405757746,,3.7872434778095214,0.8261168405757746,1.6546870749645006,,2.799224593429451,,,,,1.262414492603174,0.9330748644764836,,4.184832817695922,2.875,2.725,,1.975,2.725,3.6,,1.975,,,,,1.975,1.975,,2.625
60,3.1176139006790904,1.1809171403691718,,4.844999716923307,2.254478177068419,0.9018263498741842,,3.1435652896430564,,,,,2.119687376153946,0.7204003788765336,,3.4669815770260093,3.0,3.0,,1.95,3.0,3.025,,1.975,,,,,1.95,1.975,,2.55
61,0.6615438291994425,2.64617531679777,0.3307719145997213,4.612068645964894,0.3608420886542413,3.1573682757246115,0.6314736551449223,4.178251004201264,0.14175939197130907,1.9846314875983269,1.1340751357704726,4.377028158674253,0.2882542903728059,1.9150317102589125,0.6383166064733289,3.4684673439348632,3.15,3.15,3.15,2.025,3.15,3.15,3.15,2.05,3.15,3.15,3.15,2.05,2.025,2.05,2.05,2.675
62,3.8758821485955415,0.7561331433259396,0.9924642806817702,3.904810512219037,3.1757592019689462,0.39699550327018496,1.389506459304001,3.5559354149520566,3.4736249823861947,1.1579220494200004,0.3309374794246422,3.4577251597460763,1.708354599095827,0.370409939057506,0.4322156449682597,7.023907758777188,3.3,3.35,3.3,1.875,3.35,3.225,3.3,1.825,3.3,3.3,3.375,1.95,1.875,1.825,1.95,2.9
63,0.0,1.489428062404358,3.4761578578979075,3.459181318228301,0.595771224961743,1.1906101784811027,1.587464009917307,3.56008227759778,0.7724795239773125,0.8819244499540597,2.868672120040645,3.6252199395385643,0.2882651098523584,0.7416838078328708,1.3594574773269614,5.456700012271383,0.0,3.65,3.625,1.975,3.65,3.1,3.075,2.15,3.625,3.075,3.65,2.15,1.975,2.15,2.15,3.0
64,0.9915071168116284,0.6946148920234618,0.29770643305065225,1.8751700743315287,1.7365372300586552,0.4966470525780247,0.4966357415815771,1.974378480039874,1.4885321652532613,0.9932714831631544,0.0,1.974750238297863,0.7813208643048036,0.3290630800066457,0.16456251985815526,3.719048197460578,2.85,3.15,3.175,1.8,3.15,3.625,3.6,1.85,3.175,3.6,0.0,1.875,1.8,1.85,1.875,2.9
65,1.322592897701029,5.128773951839577,,2.9617867080583644,1.1835632196552872,3.970120502178924,,3.2674650797172498,,,,,0.3702233385072956,1.7698769181801774,,7.0240286227032875,3.0,3.375,,1.85,3.375,3.3,,1.875,,,,,1.85,1.875,,2.9
66,1.4180375403342858,2.126721549976604,0.8506359225351011,4.09357635494207,0.8757088735197783,1.5180254151784367,1.2843867092221457,3.4286540993511183,0.7443064322182137,2.7293217570970603,0.24816353980788705,3.458605649204015,0.5969798850957184,1.2143149935201876,0.5764342748673359,5.86756722548084,3.35,3.125,3.15,1.95,3.125,3.325,3.125,1.925,3.15,3.125,3.3,1.95,1.95,1.925,1.95,2.925
67,1.70183282582364,0.7801218268170519,2.1274907078172003,3.6006752150805426,2.7304263938596813,0.9927856906906904,2.729790832270505,3.458653084519152,2.1274907078172003,0.779940237791573,2.978169332038916,4.023556983567821,1.050196937731825,0.28822109037659593,1.1735374535406145,7.025798643935051,3.325,3.475,3.45,1.925,3.475,3.35,3.15,2.025,3.45,3.15,3.375,1.925,1.925,2.025,1.925,3.0
68,1.5885554965644555,1.9855721702585158,1.6876688237248494,3.854244087391432,2.2061913002872395,1.1031901914885094,1.8753716176258761,3.514044196042633,1.2982067874806535,1.2983341968179145,3.0546010582054812,3.7252631953054514,0.8029675182065479,0.6588832867579937,1.0089254487285595,7.026013178417172,3.5,3.425,3.475,1.925,3.425,3.425,3.4,1.975,3.475,3.4,3.425,1.95,1.925,1.975,1.95,3.025
69,1.9843918157702445,3.2622717322174224,,3.5966659470955977,2.537322458391329,2.0946358055352583,,3.129352387865084,,,,,1.0490275679028829,1.1735071454494064,,3.3033136444095392,3.1,3.45,,1.85,3.45,3.1,,2.05,,,,,1.85,2.05,,2.675
70,2.3448690945767026,0.36089654690423706,0.18038775217121264,2.8742351629005216,1.3232873386488693,0.6615041926811578,0.6621506213697703,1.9759970453473352,0.99213263694167,0.9932259320546556,0.0,2.9633690567284634,1.3173577829960723,0.2469996306684169,0.2469474213940385,4.048234902237187,3.325,3.275,3.075,1.925,3.275,3.125,3.575,1.925,3.075,3.575,0.0,1.925,1.925,1.925,1.925,2.875
71,1.9859241708110096,0.6198151234394988,0.6202728630639297,3.0872300903319614,0.8264201645859983,0.6619594233305529,0.4962508652789565,2.1406832741000734,2.48109145225572,1.4887525958368697,0.0,2.964786758553592,1.0290766967773202,0.5351708185250184,0.2470655632127992,4.049252472880252,3.45,2.9,3.425,2.025,2.9,3.425,3.425,2.025,3.425,3.425,0.0,2.025,2.025,2.025,2.025,2.85
72,3.176057311707693,1.6871227491808465,0.545928724218794,3.9515559881635753,3.749161664846325,0.4408057320068247,0.4410344987080434,3.5120532008554046,3.639524828125292,1.32310349612413,0.6617694394876987,2.9623737628966524,1.6464816617348217,0.6585099751603888,0.1851483601810408,7.023453305353752,3.275,3.275,3.35,1.85,3.275,2.95,3.2,2.0,3.35,3.2,3.3,1.825,1.85,2.0,1.825,2.875
73,0.4966015014695258,0.24824101131495235,2.482601838734676,2.22444651845666,0.14185200646568705,1.985980102259483,3.688157260802027,4.23738913066606,0.4728765407113669,1.2293857536006758,3.972071533600362,3.7661617950400417,0.1853705432047216,0.6179525815554668,1.647695785330017,7.027698219744824,3.575,3.45,3.575,2.0,3.45,3.525,3.575,2.0,3.575,3.575,3.525,2.0,2.0,2.0,2.0,3.125
74,2.729140661028509,0.8680965349505128,,3.3341029773595734,1.7361930699010255,0.9913098277389202,,3.2106614589298457,,,,,1.4818235454931434,0.7134803242066323,,4.184498632048431,3.575,3.3,,1.95,3.3,2.775,,1.975,,,,,1.95,1.975,,2.6
75,1.9845205053471304,0.8599673414409906,1.1907194377815695,4.348775686426458,1.8427871602306936,0.8505223776693246,1.5592853633673405,4.377067739138243,1.7860791566723535,1.091499754357138,0.595353773413042,4.052325166595282,1.3589924020082678,0.6383223786243273,0.8442344097073505,3.468180972484194,3.125,3.125,3.125,2.05,3.125,3.125,3.125,2.05,3.125,3.125,3.125,2.05,2.05,2.05,2.05,2.65
76,0.0,6.9487162804596165,0.4962999201241966,2.9625847505983387,0.5790596900383015,4.053736897423431,0.7031672889769526,3.705952143151799,0.16543330670806553,2.8126691559078103,0.9922553553962794,3.293165377340552,0.1234410312749308,1.8529760715759,0.4116456721675689,7.025354580308063,0.0,3.375,3.275,1.9,3.375,3.375,3.375,1.925,3.275,3.375,3.125,1.925,1.9,1.925,1.925,2.975
77,2.1967314741546398,0.5671991399721922,0.07086230561789157,3.421291085015384,5.293858639740464,0.6613815191003214,0.3315517913241174,2.9625646222619784,1.984144557300964,0.9946553739723524,0.0,1.976524505702394,1.995753132925641,0.18516028889137368,0.041177593868799885,3.3027635993230846,3.05,3.425,3.05,1.975,3.425,3.05,4.575,1.975,3.05,4.575,0.0,2.025,1.975,1.975,2.025,2.625
78,,,,,,1.0689765690188495,1.985541872394645,2.583831853333052,,1.358528649533178,3.030165628441254,4.266400767555694,,0.6997877936110348,1.6887836371574625,5.869327687753979,,,,,,3.275,3.375,1.95,,3.375,3.275,2.025,,1.95,2.025,2.975
